cdid,digitalCommonsURL,digitalCommonsPdfURL,persistentID,circuit,court,state,stateClaim,judge,judgeFullName,judgeFirstName,judgeMiddleName,judgeLastName,judgeSuffix,lawsuitFiledYear,lawsuitFiledDate,cdFiledYear,cdSignedYear,cdFiledDate,caseNumber,versionNumber,caseName,cdSignedDate,effectiveDate,durationNumberOfYears,durationText,plaintiffsAttorneysFees,internComments,cdCreateDate,lastModifiedDate,lastModifiedBy,hidden,hiddenDate
338,http://digitalcommons.ilr.cornell.edu/condec/321/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1320&amp;context=condec,4-07-cv-00603-JLH-E-D-Ark-1,8th,The United States District Court fo the Eastern District of Arkansas Western Division,Arkansas,False,,J. Leon Holmes,J.,Leon,Holmes,,Unknown,,2008,Unknown,2008-06-30 00:00:00,4:07-cv-00603-JLH (E.D. Ark.),1,"EEOC v. Family Dollar Stores of Arkansas, Inc.",,,3,Three,"XI. COSTS 
Each party shall bear that party's own costs, attorney�s fees, and expenses.  (Page, 6)",,2014-07-01 12:10:59.943000000,2014-07-01 12:39:02.010000000,,False,
339,http://digitalcommons.ilr.cornell.edu/condec/322/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1321&amp;context=condec,1-06-cv-00030-D-N-Mar-I-1,9th,The United States District Court for the Northern Mariana Islands,Northern Mariana Islands,False,,Alex R. Munson,Alex,R.,Munson,,2006,2006-09-28 00:00:00,2008,2008,2008-01-23 00:00:00,1:06-cv-00030 ( D. N. Mar. I. ),1,EEOC v. Rifu Apparel Corporation,2008-01-23 00:00:00,,4,Four,"A. Each party shall bear its own costs of suit and attorneys* fees.  (Page, 15)",,2014-07-01 12:56:51.800000000,2014-07-01 14:51:15.837000000,,False,
340,http://digitalcommons.ilr.cornell.edu/condec/324/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1323&amp;context=condec,04-CV-4244-JPG-1,7th,United States District Court for the Southern District of Illinois Benton Division,Illinois,False,,Judge John Phil Gilbert,Judge John,Phil,Gilbert,,Unknown,,2005,2005,2005-11-03 00:00:00,04-CV-4244-JPG,1,"EEOC v. Crownline Boats, Inc.",2005-11-03 00:00:00,,2,6. The term of this Decree shall be for twenty four months (24) months from the date of the execution of this Consent Decree.,12. The Commission and Crownline shall each bear its own costs and attorney fees.,"A.B. 7/1/2014
-the type of discrimination is not explicitly stated in the decree
-the lawsuit filed date and the effective date are not specified in the decree",2014-07-01 14:44:47.260000000,2014-07-01 15:29:01.557000000,,False,
341,http://digitalcommons.ilr.cornell.edu/condec/325/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1324&amp;context=condec,2-06-cv-00831-TC-D-Utah-1,10th,"The United States District Court District of Utah, Central Division",Utah,False,,Tena Campbell,Tena,,Campbell,,2006,2006-10-02 00:00:00,2008,2008,2008-03-27 00:00:00,2:06-cv-00831-TC ( D. Utah ),1,"EEOC v. Reid School, Inc.",2008-03-26 00:00:00,,3,Three,"24. The parties shall bear their own attorneys' fees and costs incurred in this action up to the date of entry of this Decree.  (Page, 10)",,2014-07-01 15:14:08.877000000,2014-07-01 15:46:01.057000000,,False,
342,http://digitalcommons.ilr.cornell.edu/condec/326/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1325&amp;context=condec,03-C-0898-1,7th,United States District Court Eastern District of Wisconsin,Wisconsin,False,,Aaron E. Goodstein,Aaron,E.,Goodstein,,2003,2003-09-15 00:00:00,2004,2004,2004-10-07 00:00:00,03-C-0898,1,"EEOC & Suzanne Whitty v. Mount Carmel, LLC, and Benedictine Health System, et al.",2004-10-07 00:00:00,,2,Two,"MONETARY RELIEF 
Mount Carmel, LLC, agrees, within 15 days of signature of this Consent Decree and 
Order by the Court, to pay Ms. Whitty $27,500.00 for alleged past and future lost payroll income, less appropriate deductions, and Mount Carmel, LLC, shall pay its own share of all applicable withholdings, which shall not reduce the award. Mount Carmel, LLC, further agrees to pay Ms. Whitty $150,000.00 for all other forms of alleged damages, including emotional distress and reputation damages, and to pay her attorney, Walter F. Kelly, $80,000.00 for plaintiff-intervenor's reasonable attorney's fees, costs, and other litigation expenses. Mount Carmel, LLC, shall mail the payments to Ms. Whitty and Mr. Kelly's firm, and shall simultaneously provide a copy of the payment check(s) to the undersigned counsel for the Commission.","A.B. 7/2/14
-no effective date listed in the text or in clearinghouse",2014-07-02 09:29:04.143000000,2014-07-02 11:58:15.110000000,,False,
343,http://digitalcommons.ilr.cornell.edu/condec/327/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1326&amp;context=condec,02-22912-CIV-LENARD-SIMONTON-1,11th,United States District Court Southern District of Florida,Florida,True,,Judge Joan A. Lenard,Judge Joan,A.,Lenard,,2002,2002-09-30 00:00:00,2004,2004,2004-06-15 00:00:00,02-22912-CIV-LENARD/SIMONTON,1,"EEOC, Xiomara Guerrero, et al., & Juan Sanchez v. Airguide Corporation, et al.",2004-06-14 00:00:00,,3,"DURATION OF DECREE 
31. This Decree shall remain in effect for three (3) years from the date of the Court's execution of the Decree.","COSTS 
30. Each party shall bear his/her/its own costs associated with this litigation.","A.B. 7/2/14
-no effective date specified in the text or in clearingouse",2014-07-02 14:32:44.010000000,2014-07-02 15:12:43.947000000,,False,
344,http://digitalcommons.ilr.cornell.edu/condec/328/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1327&amp;context=condec,EDCV-07-1179-VAP-JCRx-1,9th,United States District Court Central District of California Eastern Division,California,False,,Judge Virginia A. Phillips,Judge Virginia,A.,Phillips,,2007,2007-09-17 00:00:00,2008,2008,2008-06-14 00:00:00,EDCV-07-1179 VAP (JCRx),1,"EEOC v. Intrawest Golf Management, Inc., and Does 1-10, Inclusive",2008-06-14 00:00:00,,2,"III. EFFECTIVE DATE AND DURATION OF DECREE 
A. The provisions and agreements contained herein are effective immediately upon the date on which this Decree is entered by the Court (""the Effective Date""). 
B. Except as otherwise provided herein, the Decree shall remain in effect for two (2) years after the Effective Date.","XI. COSTS AND ATTORNEYS' FEES 
Each Party shall bear its own costs of suit and attorneys' fees.","A.B. 7/2/2014
-effective date not listed in this decree or in clearinghouse
-plaintiff's name redacted from the decree",2014-07-02 15:33:51.707000000,2014-07-02 16:25:58.127000000,,False,
345,http://digitalcommons.ilr.cornell.edu/condec/329/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1328&amp;context=condec,1-05-cv-05445-1,7th,United States District Court for the Northern District of Illinois Eastern Division,Illinois,False,,Judge Arlander Keys,Judge Arlander,,Keys,,Unknown,,2008,2008,2008-05-21 00:00:00,1:05-cv-05445,1,"EEOC v. Bridgestone/Firestone North American Tire, LLC",2008-05-21 00:00:00,,2,"DURATION OF THE DECREE AND RETENTION OF JURISDICTION 
19. All provisions of this Decree shall be in effect (and the Court will retain jurisdiction of this matter to enforce this Decree) for a period of two (2) years immediately following the approval and entry of the Decree, provided, however, that if, at the end of that period, any disputes under Paragraph 18 remain unresolved, the term of the Decree shall be automatically extended (and the Court will retain jurisdiction of this matter to enforce the Decree) until such time as all such disputes have been resolved.","MISCELLANEOUS PROVISIONS 
21. Each party to this Decree shall bear its own expenses, attorney's fees, and costs.","A.B. 7/2/2014
-lawsuit filed date and effective date not stated in this decree or in clearinghouse",2014-07-02 17:43:46.763000000,2014-07-07 11:46:45.897000000,,False,
346,http://digitalcommons.ilr.cornell.edu/condec/330/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1329&amp;context=condec,8-07-cv-00546-M-D-Fla-1,11th,The United States District Court for the Middle District of Florida Tampa Division,Florida,False,,Steven Douglas Merryday,Steven,Douglas,Merryday,,2007,2007-03-30 00:00:00,2008,Unknown,2008-03-11 00:00:00,8:07?cv?00546 (M.D. Fla.),1,"EEOC v. Saturn of St. Petersburg, Inc.",,,3,Three,"19. Each Party shall bear its own costs and attorneys� fees associated with this litigation.  (Page, 5)",,2014-07-07 09:29:06.150000000,2014-07-07 09:59:00.877000000,,False,
347,http://digitalcommons.ilr.cornell.edu/condec/331/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1330&amp;context=condec,1-07-cv-01298-M-D-Pa-1,3rd,The United States District Court For the Middle District of Pennsylvania,Pennsylvania,False,,Chistorpher C. Conner,Chistorpher,C.,Conner,,2007,2007-07-17 00:00:00,2008,Unknown,2008-06-26 00:00:00,1:07?cv?01298 (M.D. Pa.),1,EEOC v. Northwest Savings Bank,,,2,Two,"19. Each party to this Decree shall bear its own expenses, costs and attorneys' fees.  (Page, 9)",,2014-07-07 09:58:19.233000000,2014-07-07 09:58:19.233000000,,False,
348,http://digitalcommons.ilr.cornell.edu/condec/332/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1331&amp;context=condec,06-80297-CIV-MIDDLEB-S-D-Fla-1,11th,United States District Court Southern District of Florida West Palm Beach Division,Florida,False,,Donald M. Middlebrooks,Donald,M.,Middlebrooks,,2006,2006-03-30 00:00:00,2006,Unknown,2006-12-15 00:00:00,06-80297-CIV-MIDDLEB (S.D. Fla.),1,EEOC v. Dias Landscapes Corp.,,,3,Three,"24. Each party to this Decree shall bear its own expenses, costs and attorneys' fees.  (Page, 10)",,2014-07-07 11:10:27.050000000,2014-07-07 11:44:55.697000000,,False,
349,http://digitalcommons.ilr.cornell.edu/condec/333/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1332&amp;context=condec,2-05-cv-00173-MVL-ALC-E-D-La-1,5th,United States District Court Eastern District of Louisiana,Louisiana,False,,Mary Ann Vial Lemmon,Mary Ann,Vial,Lemmon,,2005,2005-01-25 00:00:00,2006,2006,2006-11-13 00:00:00,2:05:-cv-00173-MVL-ALC (E.D. La.),1,EEOC v. Advance Auto Parts,2006-11-13 00:00:00,,2,Eighteen Months,"14. The Commission and the Defendant will bear their own attorney's fees and costs incurred in connection with the litigation of this case.  (Page, 4)",,2014-07-07 11:56:34.153000000,2014-07-07 12:10:51.837000000,,False,
350,http://digitalcommons.ilr.cornell.edu/condec/335/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1334&amp;context=condec,A07-cv-00033-JWS-1,9th,United States District Court for the District of Alaska,Alaska,False,,Judge John W. Sedwick,Judge John,W.,Sedwick,,Unknown,,2007,2007,2007-03-15 00:00:00,A07-cv-00033 (JWS),1,EEOC v. Zale Corporation,2007-07-03 00:00:00,,2,"VIII. DURATION AND TERMINATION 
23. This Decree shall be in effect for two (2) years beginning the date this Court enters this Consent Decree. If the EEOC petitions the Court for breach of the Decree, and the Court finds Zale to be in violation of the terms of the Decree, the Court may extend the duration of the Decree.","IX. ATTORNEYS' FEES, EXPENSES AND COSTS 
24. Each party shall bear its own attorney s' fees, expenses and costs incurred in this case.","A.B. 7/7/2014
-the court filed date and the effective date were not included in the decree or in clearinghouse",2014-07-07 12:16:14.073000000,2015-08-03 14:34:46.610000000,,False,
351,http://digitalcommons.ilr.cornell.edu/condec/334/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1333&amp;context=condec,7-07-cv-08177-S-D-N-Y-1,2nd,United States District Court Southern District of New York,New York,False,,Kenneth M. Karas,Kenneth,M.,Karas,,2007,2007-09-19 00:00:00,2008,2008,2008-01-27 00:00:00,7:07-cv-08177 (S.D.N.Y.),1,"EEOC v. Putnam Stone & Mason Supply, Inc.",2008-01-27 00:00:00,,3,Three,,,2014-07-07 13:29:27.420000000,2014-07-07 13:36:39.810000000,,False,
352,http://digitalcommons.ilr.cornell.edu/condec/336/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1335&amp;context=condec,2-05-CV-00250-S-D-Tex-1,5th,United States District Court for the Southern District of Texas Corpus Christi Division,Texas,False,,Hayden Head,Hayden,,Head,,2005,2005-05-18 00:00:00,2006,2006,2006-07-21 00:00:00,2:05-CV-00250 (S.D. Tex.),1,EEOC v. Phoenix Industrial Service,2006-08-15 00:00:00,,1,One,,,2014-07-07 13:56:38.790000000,2014-07-07 14:02:11.953000000,,False,
353,http://digitalcommons.ilr.cornell.edu/condec/337/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1336&amp;context=condec,7-05-CV-00417-W-D-Va-1,4th,United States District Court for Western The District of Virginia Roanoke Division,Virginia,False,,Samuel G. Wilson,Samuel,G.,Wilson,,2005,2005-06-30 00:00:00,2006,2006,2006-11-06 00:00:00,7:05-CV-00417 (W.D. Va.),1,EEOC v. Olver Incorporated,2006-11-06 00:00:00,,2,Two,"15. Each party shall bear its own costs and attorney's fees, and neither party shall be considered to have prevailed in this litigation, as no part of the resolution of this case shall be considered to be an admission of wrongdoing by any party.  (Page, 7)",,2014-07-07 14:21:19.430000000,2014-07-07 14:39:47.863000000,,False,
354,http://digitalcommons.ilr.cornell.edu/condec/338/,http://digitalcommons.ilr.cornell.edu/cgi/viewcontent.cgi?article=1338&amp;context=condec,3-07-CV-00601-GPM-DGW-1,7th,United States District Court for the Southern District of Illinois,Illinois,False,,Judge G. Patrick Murphy,Judge G.,Patrick,Murphy,,2007,2007-08-22 00:00:00,2008,2008,2008-06-10 00:00:00,3:07-CV-00601-GPM-DGW,1,"EEOC & Karen Collier v. Clarice's Home Care Service, Inc.",2008-06-10 00:00:00,,2,"VIII. Term and Effect of Decree 

C. This Decree shall be for a period of two (2) years and may be extended by the Court only upon a showing of: (1) a material breach of the decree; and (2) good cause for the extension. During the Decree's term the Court shall retain jurisdiction of this cause for purposes of compliance.","II. Relief for Aggrieved Parties 
A. Clarice's Home Care Service shall pay Clara Creason the amount of $20,000, to compensate her for pecuniary losses resulting from her alleged termination, including the loss of her home at 110 Clifford Drive, Chester, Illinois, and the sale of various items of personal property, and for non-pecuniary losses, including emotional distress. Payment will be made by Clarice's Home Care Service delivering a check payable to Clara Creason in the amount of $10,000 within 30 days of the entry of this decree and by delivering a second check payable to Clara Creason in the amount of $10,000 within 90 days after the delivery of the first check as described above. 

Clarice's Home Care Service shall deliver the checks and a 1099 form reflecting such payments by mailing them by certified mail to: Clara Creason. 

A copy of the checks and the 1099 shall be mailed to the Equal Employment Opportunity Commission, to the attention of C, Felix Miller. 

The payments required by this section (II-A) shall be contingent upon Clara Creason executing a release attached hereto as Exhibit A. In the event that such release is not executed prior to the initial payment date, then such payment shall not be due until seven (7) days after delivery of the executed release to counsel of record for Clarice's Home Care Service and the second payment will be due 90 days thereafter. 

The payment required by this section (II-A) shall extinguish all of EEOC's and/or Clara Creason's claims for monetary relief for her alleged in this action, irrespective of Clarice's Home Service's satisfaction of any other requirement of this decree.

B. Clarice's Home Service shall pay Plaintiff-Intervenor Karen Collier Mancillas the amount of $ 30,000. This sum represents $20,000 compensation for compensatory damages for emotional distress and $10,000 for attorney's fees. The payments to be made to Plaintiff- Intervenor shall be made by checks jointly payable to her and to her attorney, Lee Barron. Payment will be made by Clarice's Home Care Service delivering a check payable jointly to Karen Collier Mancillas and Lee Barron in the amount of $15,000 within 30 days of the entry of this decree and by delivering a second check payable jointly to Karen Collier Mancillas and Lee Barron in the amount of $15,000 within 90 days after the delivery of the first check as described above. Clarice's Home Care Service shall also provide Karen Collier Mancillas a 1099 through her attorney, Lee Barron, in respect to these payments. 

A copy of the checks and the 1099 shall also be mailed to the Equal Employment Opportunity Commission, to the attention of C. Felix Miller. 

The payments required by this section (II-B) shall be contingent upon Karen Collier Mancillas executing a release which has been previously agreed to by her and her counsel and by Defendant and its counsel. In the event that such release is not executed prior to the initial payment date, then such payment shall not be due until seven (7) days after delivery of the executed release to counsel of record for Clarice's Home Care Service and the second payment will be due 90 days thereafter. 

The payment required by this section (II-B) shall extinguish all of EEOC's and/or Karen Collier Mancillas' claims for monetary relief for her alleged in this action, irrespective of Clarice's Home Service's satisfaction of any other requirement of this decree.

VIII. Term and Effect of Decree 

D. Except as provided by Section II-B, each party shall bear its own attorneys' fees and costs of this action.","A.B. 7/7/2014
-lawsuit filed date and effective date not listed in decree or clearignhouse",2014-07-07 14:34:56.863000000,2014-07-07 15:07:06.273000000,,False,
